# name	cuisine_slug	confidence
# REVIEW THIS before --emit-sql. Delete or correct any line.
Restaurante Tres Hermanas #2	mexican	medium
Restaurants on Lamar	null	high
Revival Foods Llc	null	medium
Revolving Kitchen Fairview	null	medium
Revolving Kitchen Garland	null	medium
Reward Restaurant Group Inc	null	high
Rgh Bp Group Llc	null	high
Rhea Beauty Inc	null	high
Rheanna Restaurant Corporation, Llc	null	high
Rib King Inc	barbecue-classic	medium
Ricardo’s Cafe	cafe	low
Riccardi's Fine Italian Dining	italian-classic	high
Rice Boxx	pan-asian	low
Rice Express	chinese	low
Rice Farm Chinese Restaurant	chinese	high
Rice Lovers Chinese Restaurant	chinese	high
Rice.p. - Lewisville, Inc	null	low
Richard Chambers Dba Richard's Realife Nutrition	juice-smoothie	low
Richard L. Ball, Inc	null	high
Richardson News	null	high
Richardson Nye Llc	null	high
Richardson TX Nutrition	juice-smoothie	low
Rick &amp Associates Inc	null	high
Ricks Old Fashioned Hamburgers	burgers	high
Ricky G's Wings	wings	high
Ricos elotes jannys/fannys	mexican	high
Righteous Foods	null	medium
Rima International Inc	null	high
Rincon Potosino Mexican Restaurant	mexican	high
Rinos Restaurant	null	medium
Rio sport's bar and grill 	sports-bar	high
Riscky's BBQ	barbecue-classic	high
Rise and Dine Restaurant	breakfast	medium
Rise001, Llc	null	high
River Oaks Food Pantry	null	high
River Of Living Water Cho Llc	null	high
Rivera's Restaurant	null	medium
Riverfront Supperclub	new-american	low
Riverstone Cafe	cafe	medium
Riverview Cafe & Grill	cafe	medium
Riviera's Comida Tex Mex	tex-mex	high
Rivieras Comida Tex Mex	tex-mex	high
Rj Forest Ln Restaurants Llc	null	high
Rjka Imports Llc	null	high
Rjr Restaurants Of Denton, Lp	null	high
Rm 12:20 Bistro	null	medium
Rm Restaurants Llc	null	high
Roann Behavioral Health Clinic	null	high
Roanoke Ce, Llc	null	high
Roasted Chix D.F.	chicken	high
Rob's Grill Emporium	null	medium
Roberson's Smoke House	smokehouse	high
Robles Rubio Restaurant Inc	null	medium
Roc Entertainment Group Llc	null	high
Rocio’s	null	medium
Rockin’ S Express Bar & Grill @ Silver Lake Marina - Lake Grapevine	bar	medium
Rockwall Beverage Center Lp	null	high
Rockwall Tx Sdi Ltd	null	high
Rodeo City Popcorn	dessert	low
Rodeo Tavern	bar	medium
Rokis Pho & Boba	vietnamese	high
Rollen Forks	null	medium
Rollin-Stone Food Truck	food-truck	high
Roly Poly	deli-sandwiches	medium
Roma Restaurant Holdings, Inc.	italian-classic	low
Romantica Jazz Lounge and Restaurant	bar	low
Ron Roberts For Hair	null	high
Roni's Mac Bar - Wylie	comfort-food	medium
Roosters GuitarBQ	barbecue-classic	medium
Roots of Burrow, LLC	null	high
Rosa's Caf & Tortilla Factory, Ltd	tex-mex	high
Rosa's Café & Tortilla Factory	tex-mex	high
Rosario Enterprises Dba Dickeys Barbecue	barbecue-classic	high
Rosis	null	medium
Rositas Tex Mex & Cantina, Llc	tex-mex	high
Ross & Hall	null	high
Roti Grill	indian	medium
Rotolo's Craft & Crust - Willow Park, TX	pizza-classic	medium
Rough Creek Llc	null	low
Roundhouse Food Hall	food-hall	high
Rowdy's Diner, Llc	diner	high
Rowlett Drive-in Lp	fast-food	low
Roy Orr Limited Partnership	null	low
Royal African kitchen	west-african	medium
Royal East Asian Cuisine	pan-asian	medium
Royal Grill	null	low
Royal Mansion - Restaurant & Bar	null	low
Royal Nepal TX Bar and Grill	indian	low
Royal Seafood Llc	seafood-classic	high
Royal Sushi	sushi	high
Royal Tokyo Sushi Den	sushi	high
Royal Usa	null	low
Royals Aum Shree Corporation	null	low
Royse City Rx Llc	null	low
Rozana Market And Restaurant	middle-eastern	low
Rozina Sales Inc	null	low
Rrc Holdings Management, Llc	null	low
Rs Cooper St Restaurant Llc	null	low
Rubi's Restaurant	null	low
Ruby Restaurant #2	null	low
Ruchi Palace	indian	medium
Rudd Properties	null	low
Rufe Snow Investment Llc. Dba Stop-n-go Gyros	greek	medium
Ruiz Legacy Plano, Llc	null	low
Rung Krupa, Llc	null	low
Rustic bar and cooler's	bar	medium
Ruth Fayes	null	low
Ryan Chambers	null	low
Ryan Group Inc	null	low
Ryans Family Steak House	steakhouse	high
Ryder Cup Grille	null	low
Rye	null	low
S D I Of Josey Lane Lp	null	low
S&b Pizza Llc	pizza-classic	high
S&m Deli Inc	deli-sandwiches	high
S.d.i. At Stonebriar Mall, A Limited Partnership	null	low
S.d.m.m. Mesquite No. 3, A Texas Limited Liability Company	null	low
SAS The Restaurant	null	high
SLJ Corp	null	high
SMU Hospitality Group	null	high
SOUL of SOUTH	southern	medium
STUFFED POTATO KITCHEN	comfort-food	low
SYMZI Dispatch	null	high
Saap Lao Kitchen	thai	low
Saba Automotive, Llc	null	low
Sabaidee Lao & Thai Street Food - 380 Frisco	thai	high
Sabor Llanero Llc	latin-american	medium
Sabor a mexico	mexican	high
Sabores Latin House	latin-american	high
Sabores Latin House 	latin-american	high
Sachse Ice House Inc	bar	low
Sachse Liquor 4u Limited Liability Dba Jacob's Liquor	null	low
Sadak at Harry Hines	indian	low
Sadi Investment Inc	null	low
Sadie Hawkins Beer & Wine	bar	medium
Safe Seema, Inc. Dba Legacy	null	low
Sagebrook Restaurant Management	null	low
Sagewind Restaurant + Lounge	null	low
Saigon Eats	vietnamese	high
Saigon Table	vietnamese	high
Saint Ann Restaurant and Bar	null	low
Saint Clair Management, Inc.	null	low
Sakana Japanese Cuisine	japanese	high
Sake 2 Me Sushi	sushi	high
Sal's Pizza Restaurant, Inc	pizza-classic	high
Sal's Treescape Service Inc	null	high
Salaama Restaurant	null	low
Salad Bowl 10 Corporate Catering	salad	high
Salado Wood Fire Salsa	mexican	medium
Salt N Pepper Kitchen & Catering Services	null	low
Saltwater Grill Llc	seafood-classic	medium
Salut Paris Bakery	bakery	high
Sam - Mi Unity Inc	null	high
Sam Food and Beer	bar	low
Sam's Southern Eatery	southern	high
Sam's Sports Bar And Grill Inc	sports-bar	high
Sambuca	null	low
Sami Hannah, Llc	null	high
Sammy Malone's	null	low
Sammy's On The Lake	null	low
Sammy's Restaurant	null	high
Sams Burger House	burgers	high
Samuel Wallace Mcneely Jr, Corp	null	high
San Angelo Pizza Partners Lp	pizza-classic	high
San Jose Restaurant	mexican	medium
Sanco Marketing Inc	null	high
Sanders Research, Inc	null	high
Sandy Sue's BBQ	barbecue-classic	high
Sandy's Real Chicken Fried Steak	southern	medium
Sangmin Inc	null	high
Sanu Creations, Llc	null	high
Sanya Investments Inc	null	high
Sapori Di Roma	italian-classic	high
Sapphire Room	null	low
Saputo Dairy Foods Usa Headquarters At Cityplace	null	medium
Sara Donuts Corporation	donuts	high
Sarah's Cafe & Panini	cafe	medium
Sasha Kitchen & Cocktails	cocktail-bar	medium
Sasha Ramik Llc Dba Carrollton Pharmacy	null	high
Sason Restaurant	null	low
Sassy Kitchen	null	medium
Savage Payroll Company	null	high
Savera Indian Kitchen	indian	high
Savoji, Allen TX	null	low
Savory Kitchen Catering	null	medium
Savour Tasting Room & Social Club	wine-bar	low
Sazon De Loa	latin-american	medium
Sbh Beverage Lp	null	high
Schiff & Company, Ltd	null	high
Scilla Coastal Italian	italian-classic	high
Scott's Southern Kitchen At the Boil	southern	high
Scotty's Deluxe Diner	diner	high
Scout River Walk	null	low
Sdi # 3627 Dallas, Tx Llc	null	high
Sdi 1445 Beltline Llc	null	high
Sdi 3205-dallas Tx Llc	null	high
Sdi 3458 Ft Worth Tx. Llc	null	high
Sdi 3562 - Dallas Tx. Llc	null	high
Sdi 4121 Alvarado Tx Llc	null	high
Sdi 4601-arlington Tx. Llc	null	high
Sdi 4630-desoto Tx, Llc	null	high
Sdi 4900 Ft. Worth Tx. Llc	null	low
Sdi 5980 - Palmer Tx. Llc	null	low
Sdi 6297 Ft.worth Tx. Llc	null	low
Sdi Allen Tx, Llc	null	low
Sdi Bells Tx Llc	null	low
Sdi Bopa 4206, Llc	null	low
Sdi Denton, Tx, East University Drive, Llc	null	low
Sdi Desoto Llc	null	low
Sdi Hamshire Llc	null	low
Sdi Howe Tx Ltd	null	low
Sdi Irving Tx Llc	null	low
Sdi Loop 12 Llc	null	low
Sdi North Arlington Tx Llc	null	low
Sdi Northlake, Tx, Raceway Dr., Llc	null	low
Sdi Of Aledo Tx, Lp	null	low
Sdi Of Grand Prairie Mayfield 360 Ltd	null	low
Sdi Of Grapevine - Grapevine Mills Mall Llp	null	low
Sdi Of Hurst Texas, Limited Partnership	null	low
Sdi Of Nr Hills, A Ltd. Partnership	null	low
Sdi Of Shady Grove Llc	null	low
Sdi Pleasant Grove Tx Llc	null	low
Sdi Restaurant Bowen Road Llc	null	low
Sdi S Cooper Green Oaks Llc	null	low
Sdi Thackerville, Ok, Llc	null	low
Sdi Weatherford Texas 1201 N. Main Street A Limited Partner	null	low
Sdi#2637-north Richland Hills Tx, Llc	null	low
Sdmm Mesquite #4, Llc	null	low
Se Heval Enterprises Llc	null	low
Se Mo Taco Investment I Llc	tacos	medium
Seafod boil	seafood-classic	high
Seafood & Pho Daiquiris Corporation	vietnamese	medium
Seafood Spot	seafood-classic	high
Seafoods Resturaunt Inc	seafood-classic	high
Seashell Studios Llc Dba Aquastudios	null	low
Second Watch Keller, Llc	null	low
Secret Recipe	null	low
Seek Restaurant & Bar	null	low
Seinyaa African Food	west-african	medium
Seinyaa internatinal african market	west-african	low
Sejdini Holdings Llc	null	low
Selam Restaurant	ethiopian	medium
Senior Jalapeno Inc	mexican	medium
Sepra Usa Llc	null	low
Sergio's Restaurant	null	low
Serious Pizza Llc	pizza-classic	high
Servirapido	null	low
Seven Dollar Beauty Supply, Inc	null	low
Seven Doors Kitchen & Cocktails	cocktail-bar	low
Seven Flames Investment Corp	null	low
Seventeen Seventeen Restaurant	null	low
Sfereco River Walk	null	low
Shanaa & Chanaa Willow Bend Llc	null	low
Shanaya Sales Inc	null	low
Shandra's Food Adventures	null	low
Shante Buckley Ministries, Inc. Dba Lift Community Church	null	low
Shanu &amp Z Llc Dba Discount Cigarettes &amp Vapor	null	low
Sharetea Frisco	tea-house	high
Sharks fish & chicken	seafood-classic	medium
Sharp Mexican 6 Llc	mexican	high
Sharp Oakwood Estates Inc	null	low
Sharp Westover Hills Lp	null	high
Shatila Restaurant Inc	middle-eastern	low
Shear Ambiance Hair Studios	null	high
Sheesh Eatery and Lounge	middle-eastern	low
Shehu Associates Inc	null	high
Shell Shack, Inc.	seafood-classic	medium
Shellz Pizza Inc	pizza-classic	high
Shelton Pizza Company	pizza-classic	high
Shenanigan's	irish-pub	low
Shenanigans BBQ	barbecue-classic	high
Shep's Place	null	high
Shinjuku Station	japanese	high
Shinwari Kitchen	pakistani	medium
Ship It & More Gunter	null	high
Shiraz Cafe	persian	medium
Shiv Shisha Inc Dba Clarion Inn &amp Suites Txa30	null	medium
Shiva Groups Llc	null	high
Shorty Phami	vietnamese	low
Shree Hardin Donuts, Llc	donuts	high
Shrimp Daddies	seafood-classic	high
Shrimp Doc	seafood-classic	high
Shun Kitchen Llc	chinese	low
Shuri African Restaurant	west-african	low
Siam Holding Llc	thai	low
Siam-smith Llc	thai	low
Siena Cafe	italian-classic	medium
Sierra Sound Investments, Llc	null	high
Sigree Bar & Grill	indian	medium
Silks Dining at Lone Star Park	null	medium
Silos In Celina	null	medium
Silver Creek School Of Performing Arts	null	high
Silver Fox Steakhouse	steakhouse	high
Silver Tree Inc	null	high
Simba Automotive Llc	null	high
Siminaonemain Llc	null	high
Simple Simon's Pizza	pizza-classic	high
Simplified Title Company	null	high
Simplified Title Company Llc	null	high
Simply Fondue	new-american	low
Simply Fondue Dallas	new-american	low
Sino House Chinese Restaurant And Bar	chinese	high
Sinor Taqueria	tacos	high
Sipit Burleson	null	medium
Sirikawa Inc	null	medium
Sisters and Me Catering Services	null	medium
Sitara Grand -Frisco Indian Cuisine & Bar	indian	high
Sixty Vines Crescent Llc	wine-bar	medium
Sixty Vines Dallas	wine-bar	medium
Sj & Jk Investment Inc Mama's Donuts	donuts	high
Skin Guidance	null	high
Sleep And Snoring Services	null	high
Slim Street Nadg Operating, Lp	null	high
Slow Bone Llc	barbecue-classic	medium
Sm Management Services Llc	null	high
Small Town Kitchen	null	medium
Smi Energy	null	high
Smita's Kitchen	indian	low
Smk Mansfield Llc	null	high
Smokestack Barbecue	barbecue-classic	high
Smokin Jay's BBQ Tacos	barbecue-classic	medium
Smokin' Guns BBQ	barbecue-classic	high
Smr Enterprises Llc	null	high
Smsm Corporation Dba Giant Burger	burgers	high
Snack Bomb	null	medium
Snack N Pop Vending	null	medium
Snap Kitchen	null	medium
Snap Kitchen Southwest Kitchen	null	low
Snappy Salads Southlake	salad	high
Snax Media	null	high
Snb Solutions Inc	null	high
Sno Wonder Shaved Ice Co.	dessert	medium
Sno-To-Go	dessert	low
Snoball Express In River Oaks	dessert	medium
Snooty Pig Cafe	cafe	medium
Snow Mountain	null	low
So Forkin Good BBQ Co.	barbecue-classic	high
Sobahn Express (Carrollton)	korean	medium
Sofrano's Greek Restaurant and Sports Bar	greek	high
Someplace Else	null	high
Somma Foods	null	high
Son of a Butcher	burgers	low
Song & Jung Enterprise Inc	null	medium
Song & Youm Corporation	null	high
Song Huong Restaurant	vietnamese	high
Song's Corporate Inc	null	high
Song's Olive Bakery Llc	bakery	high
Sonic Drive In Of North Richland Hills, Tx, Inc	fast-food	high
Sonic Drive-in On West University In Mckinney Ltd	fast-food	high
Sonic Drive-in, Sanger, Tx, Llc	fast-food	high
Sonic Drve-in, Prosper, Tx, Llc	fast-food	high
Sonic North Mesquite Tx Inc	fast-food	medium
Sonny Bryan's Smokehouse	smokehouse	high
Sonny Byran's Smokehouse No. 2 Inc	smokehouse	high
Sonoma Grill & Wine Bar	wine-bar	high
Sosa's BBQ	barbecue-classic	high
Souk Mediterranean Bistro And Bar	mediterranean	high
Soul Food	soul-food	high
Soulgood	null	low
Soulgood Vegan And Vegetarian Fast Food	vegan	high
Soulman's Bar-b-que	barbecue-classic	high
Soulman's Bar-b-que Llc	barbecue-classic	high
Soumi Dining Inc	null	high
South Fork Texas Steak & Crab	steakhouse	medium
Southeast Ce Llc	null	high
Southern Gourmet Kitchen	southern	medium
Southern Smothered Soul Kitchen	soul-food	high
Southern Social Eatery	southern	medium
Southside Grill	null	medium
Southwest Auto Shield	null	high
Southwest Minority Financial Group	null	high
Soyoon &amp Hyejung, Inc	null	medium
Sp Mb Tropical Investments	null	high
Space City Management Llc	null	high
Spice In The City, Llc	null	low
Spicy Grill & Bar	null	low
Spicy Sea Grill	seafood-classic	medium
Spicypot Llc	null	low
Spike Global Grill	null	low
Spinner Printing Company, Inc	null	high
Spiral Diner And Bakery Llc	vegan	medium
Splash With A Twist	null	low
Spoon + Fork Kitchen Llc	null	low
Spoons Cafe	cafe	medium
Sports City Caf, Inc. Rowlett	sports-bar	medium
Sports City Cantina, Inc. - Dallas	sports-bar	medium
Sports City Cantina, Inc. - Durant	sports-bar	medium
Sports City Cantina, Inc. - Mesquite	sports-bar	medium
Spring Creek Barbeque Special Gifts, Ltd	barbecue-classic	high
Springbok Technologies	null	high
Sprinklers Of Sachse	null	high
Spud Texan Company	null	low
Squares Hot Pot	chinese	medium
Srrg Holdings Llc	null	high
Srrg Kentucky Llc	null	high
Ssahm BBQ	korean	medium
Sscp Management, Inc.	null	high
Ssmis Food, Inc	null	high
St Francis Pub	pub	high
Stacks Pancake House	breakfast	high
Stacksbiscuithouse 76262 Llc	breakfast	medium
Stake N Shake 519	burgers	medium
Standard Service	null	high
Standard Service - Dallas	null	high
Stans Lakeview Taphouse & Gril	bar	medium
Star Burger	burgers	high
Star Venture Of Las Colinas L.p	null	high
Starmart Shell Ltd	null	high
Stash's Table and Fable	null	low
State Of Mind BBQ	barbecue-classic	high
Station 330	null	high
Steak Me Home Tonight, Llc	steakhouse	medium
Steam Bar And Grill	null	low
Steel Dust Texas Kitchen	southern	low
Steel Restaurant & Lounge Ltd	null	low
Stella Nora Pikar Llc	null	high
Stemmons Cafe & Grill	null	low
Stern's Catering Company	null	medium
Steven's Fish -n- Chicken	seafood-classic	medium
Stevenson Gourmet BBQ Sauce	barbecue-classic	medium
Stewart’s Roasted Corn on the Cob.	food-truck	low
Sth Food Inc	null	high
Sting Bistro	null	low
Stir Crazy Baked Goods	bakery	high
Stix Bar B Que	barbecue-classic	high
Stock & Barrel	new-american	low
Stogies Heavy Hoagies	deli-sandwiches	high
Stone Trough	null	low
Stonewall Road Automotive Group Llc	null	high
Stonewall Road Restaurant Group	null	high
Stonewall Road Restaurant Group, Llc.	null	high
Story & Associates, Inc.	null	high
Straight From The Kitchen Llc	null	medium
Street Bites Lounge	null	low
Street Eats	food-truck	low
Street Suya	west-african	high
Strumolo's, Llc	null	high
Studio 4-1-1 Counseling &amp Consulting, Pllc	null	high
Stumpy's Lakeside Grill	null	low
Stuttgart Auto Center	null	high
Suburban Yacht Club	null	low
Suisui, Llc Dba Muses Ktv &amp Cafe	cafe	low
Suite 107 Restaurant. Incorporated	null	low
Sun Ii Express, Inc	null	low
Sun Steaks Llc	steakhouse	medium
Sunami Global Inc	null	low
Sunny South Bar Bq	barbecue-classic	high
Sunny's Cafe	cafe	medium
Sunnys Rufe Snow Inc	null	low
Sunshine Foods Llc	null	low
Super Chix	chicken	high
Super Hospitality, Llc	null	low
Superior Housekeeping Staffing Limited L	null	high
Superior Sports Investments Llc	null	low
Supreme U Media, Llc	null	high
Suraj Oils Llc Dba Asap Store	null	low
Sushi Axiom, Llc	sushi	high
Sushi Expres Llc	sushi	high
Sushi Go	sushi	high
Sushi Loco	sushi	high
Sushi Master Tx	sushi	high
Sushi Sakana Coppell	sushi	high
Sushiyaa	sushi	high
Suyastop	null	low
Suze	null	low
Sv Group Llc	null	high
Swahili Grill.	west-african	low
Swamp Daddy’s Smokin Hot Seafood Grill	cajun-creole	medium
Swan Court	null	low
Swank - A Neighborhood Restaurant	new-american	low
Sweet Paris - McKinney - West Grove	french	medium
Sweet Treats By Lexx LLC	dessert	medium
SweetheavenCupcakes	bakery	high
Sweetsie Bakery And Cafe	bakery	high
Sweetwater Grill & Tavern	bar	low
Swig	null	low
Swig - Wylie	null	low
Swj Cafe Inc	cafe	low
Sws	null	high
Sy & Sc Kim Enterprise Llc	null	low
Sy Family Investments Llc	null	high
Sycamore Beauty Manufacturing Consultants, Llc	null	high
Sylvan Avenue Tavern	bar	medium
Symbol Brewing Company	brewery	high
Szechuan Star	chinese	high
T&h Nguyen Corporation	null	low
T's Buka	west-african	medium
T's Home Cooking	comfort-food	medium
T-n-t Prtvate Club Inc	null	low
T-shirt Creations Inc	null	high
T.g.i. Fridays	new-american	medium
TCU Dining	null	low
THE RIM scratch craft eats	new-american	low
TKRC	null	high
TTI Club	null	high
TWICE The ICE - Forest at Greenville	null	medium
TX New York Famous Gyro	greek	medium
TXB	null	low
Tacebuds	null	low
Taco Bar	tacos	high
Taco Canasta	tacos	high
Taco Daddy Kitchen	tacos	high
Taco Grill Mexican Restaurant	mexican	high
Taco Inn	tacos	high
Taco Trucking LLC	tacos	medium
Tacolingo	tacos	medium
Tacomaster	tacos	high
Tacos Don Roque	tacos	high
Tacos El Bonbon	tacos	high
Tacos El Chucky Llc	tacos	high
Tacos El Flaco Carbajal	tacos	high
Tacos El Jefe	tacos	high
Tacos Moreno	tacos	high
Tacos Tierra Caliente	tacos	high
Tacos Y Mas	tacos	high
Tacos Y Pupusas	latin-american	medium
Tacos el guero	tacos	high
Tacosymas Mex Gourmet Inc	mexican	high
Tai Zong SI Chuan	chinese	high
Taiwan Cafe	chinese	medium
Taiwan Chinese & Japanese Restaurant	chinese	high
Taizong Sichuan Cuisine	chinese	high
Takeria Anaxtasia	tacos	medium
Talk Jhal Coppell	indian	low
Tamaleria Guanajuato	mexican	high
Tamayo Restaurant	null	low
Tamez Management Systems Llc, Dba Pethavenrx	null	high
Tapan Wok	chinese	medium
Tapdynamics	null	high
Taqueria Chihuahua	mexican	high
Taqueria Cholula	mexican	high
Taqueria El Antojo	mexican	high
Taqueria El Detalle	mexican	high
Taqueria El Oaxaco	mexican	high
Taqueria El Primo	mexican	high
Taqueria Guanajua	mexican	high
Taqueria La Fortuna	mexican	high
Taqueria Las 3 Hermanas	mexican	high
Taqueria Los Cerros	mexican	high
Taqueria Melchor	mexican	high
Taqueria Palmares	mexican	high
Taqueria Pinihuan	mexican	high
Taqueria San Miguel	mexican	high
Taqueria Tepito #1	mexican	high
Taqueria Y Elotes La Pasadita	mexican	high
Taqueria el Huizache	mexican	high
Taqueria el buen sabor latino.	mexican	high
Taqueria en Waxahachie Texas	mexican	high
Taqueria street tacos	tacos	high
Taqueria vazquez 4	mexican	high
Taquería Lázaro Cárdenas Chihuahua	mexican	high
Tarrant Food And Beverages	null	high
Taste Afrik	west-african	medium
Taste Community Restaurant	null	high
Taste Of Japan, Inc	japanese	high
Taste Of Poland	eastern-european	high
Taste of Home Beignets	cajun-creole	medium
Taste of Malaysia - Coming soon	malaysian	high
Taste of Rome	italian-classic	high
Taste of Southlake	null	medium
Taste of Towerwood	null	medium
Taste-Afrik	west-african	medium
TasteDa_Juice	juice-smoothie	medium
Tastebud Temptations	null	low
Tastebuds Live	null	low
Tastee Ice Snow Cones Arlington	dessert	medium
Tasty Hut, Llc.	null	low
Tasty Pizza Llc	pizza-classic	high
Tasty Restaurant Group	null	low
Taurus 89 Llc	null	low
Tavern on Meridian	bar	low
Taxes Dingfeng Catering Llc	chinese	low
Taylor Shipping	null	low
Tazon Picosito Mexican R.	mexican	high
Tb Corp	null	low
Tcc-se	null	low
Tccm Broadway, Llc	null	low
Tdccc Llc	null	low
Te Pro36 Llc	null	low
Team Next Level, Inc	null	low
Team Zuff Llc	null	low
Team Zuff Mckinney Llc	null	low
Team Zuff Plano Llc	null	low
Teasom	tea-house	low
Teatro Bistro and Cocktail Lounge	cocktail-bar	medium
Teenmaar Indian Cafe	indian	high
Ten Seconds Yunnan Rice Noodle	chinese	high
Ten Sports Grill	sports-bar	medium
Tenhop, Llc	null	low
Teppo Partners Lp	null	low
Terilli's Restaurant & Bar	italian-classic	low
Teriyaki Special	japanese	high
Terra Cotta Coffee House	coffee	high
Terrace Grill	null	low
Terrace Retreat Salon Day Spa	null	low
Texas A&M Dallas	null	low
Texas American Express	null	low
Texas B-team Llc	null	low
Texas Bar and Grill	bar	medium
Texas By Texans	null	low
Texas Dairy Queen	fast-food	medium
Texas De Brazil	brazilian	high
Texas En Fuego	mexican	low
Texas Fish Chicken	seafood-classic	medium
Texas Flattops	null	low
Texas Forever Steak & BBQ	barbecue-classic	high
Texas Grill	null	low
Texas Group Restoration Services, Llc Dba Siebax Enterprises	null	low
Texas Homestead Company	null	low
Texas Jai Prabhu L.l.c	null	low
Texas Kirbys Investments, Ltd	null	low
Texas Metal Equipment	null	low
Texas Momo Taqueria	tacos	medium
Texas Movie Bistro	null	low
Texas Nation Title	null	low
Texas Premier Specialties, Inc	null	low
Texas Roadhouse - Prosper	steakhouse	high
Texas Slab Factory Of Plano Llc	null	low
Texas Snax	null	low
Texas Star Cafe	cafe	low
Texas Taco Company	tacos	high
Texas de Brasil - Downtown Fort Worth, Texas	brazilian	high
Texas fish chicken	seafood-classic	medium
Tgd Investments, Inc	null	high
Tgif Of Greenbelt Inc	new-american	low
Tgif Of Minnesota Inc	new-american	low
Tgif Of Towson Inc	new-american	low
Tha DAQ Shack	bar	low
Tha Drank Plug	juice-smoothie	low
Thai Away	thai	high
Thai Express Restaurant	thai	high
Thai It Up Llc	thai	high
Thai Paisarn Corporation	thai	high
Thai Soon Inc	thai	high
Thai Square Llc	thai	high
Thai360	thai	high
Thaiasianglobal Llc	thai	medium
Thailicious Cuisine & Bar	thai	high
Than Thai Inc	thai	high
Thanh Tin Llc	vietnamese	low
The 206	null	high
The 544 Cafe	cafe	medium
The Addison Collections Lp	null	high
The Antojito Bar- Snack Bar	mexican	medium
The Apron Kitchen + Bar	null	medium
The Argyle Social	null	medium
The Aussie Grind Provisions	coffee	low
The Beast & Company Fort Worth	null	medium
The Bells Sweet Factory	dessert	medium
The Best Restaurant Ever	null	high
The Biscuit Bar Llc	southern	low
The Bistro	null	medium
The Blue Fish	sushi	low
The Blue Fish - Stacy Rd	sushi	low
The Boathouse on Lavon	seafood-classic	low
The Boiling O’Cajun	cajun-creole	high
The Boiling Shrimp	seafood-classic	high
The BopBop	korean	low
The Braai Village - South African Grill	null	low
The Brass Spur Bar & Grill	bar	medium
The Brown Bag Press	null	low
The BurgerDudesTexas	burgers	high
The Burrito Shop in Montague	mexican	high
The Busy Bee	null	medium
The Cake Guys	bakery	high
The Carribean Cowboy	caribbean	high
The Catch: Sherman	seafood-classic	medium
The Cause Restaurants Llc	null	high
The Cedars Social	null	medium
The Charm Farm	null	medium
The Cheesecake Factory	new-american	medium
The Chefs Grind	null	low
The Classic Cafe Of Southlake	cafe	low
The Club At Dfw International Airport	null	high
The Club DFW	null	high
The Club at Gateway Center	null	high
The Coffee Bean and Tea Leaf	coffee	high
The Connected Cactus	null	low
The Conservatory	null	medium
The Cookshack	null	low
The Cottage	null	low
The Counter	null	low
The Crafty Scrapper	null	low
The Crape Myrtle Trail	null	low
The Cutting Board Group Llc	null	low
The Dam Diner, Llc	diner	high
The Dandk Inc	null	low
The Dapper Doughnut	donuts	high
The Den	null	low
The Denton Junction	null	low
The Desert Spot, Llc	null	low
The Diamond Saddle Restaurant	null	low
The Dirdie Birdie Fort Worth	null	low
The District at Willow Bend	null	low
The District at Willow Park	null	low
The Dive on 75	bar	low
The Donna Bender Company	null	low
The Drunken Donkey	bar	low
The Ever Suite Group Llc.	null	low
The Exchange Hall	null	low
The Express 1102 Inc	null	low
The Factory Kitchen	null	low
The Family Table	comfort-food	low
The Farmhouse Table	comfort-food	low
The Flying Carpet	middle-eastern	low
The Funky Chicken	chicken	medium
The G Spot	null	low
The Garden Group	null	low
The Garden Group Llc	null	low
The Garden of Eating Bistro	null	low
The Gardner Group, A Registered Investment Advisor	null	high
The Gibson Dallas	null	low
The Go To Place in Grand Prairie	null	low
The Goat Tavern - Pizza, Wings, Burger & Things	pizza-classic	medium
The Good Stuff Food Truck	food-truck	high
The Hall Bar & Grill Incubator Restaurant, Llc	bar	low
The Hangover Micheladas	mexican	medium
The Hawk's Nest At Humperdinks Northwest Highway	brewpub	low
The Heights	null	low
The Henley Kitchen and Bar	null	low
The Henry	null	low
The Heritage Pub Company, Llc	pub	medium
The Heritage Table	null	low
The Hickory Tree Grill	null	low
The Hideout Bar & Grill, Llc	bar	medium
The Hoop Texas Basketball Academy Llc	null	high
The House of Juice	juice-smoothie	high
The Hub	null	low
The Huemmer Agency, Inc	null	high
The Hungry Bear Restaurant And Sports Den	sports-bar	medium
The Island Spot	caribbean	low
The Italian Village	italian-classic	high
The Jets Llc	null	low
The Juicy Rib - Slow-Cooked Beef Ribs Delivery	barbecue-classic	medium
The Kebab Shop	middle-eastern	high
The Kickboxing Circuit	null	high
The Knollwood Library Company , Llc	null	low
The Krazy Koconut Shaved Ice	dessert	medium
The Ld 16696 Group Llc	null	high
The Legend	null	high
The Lennox Group Llc	null	high
The Loaded Potato Club	comfort-food	low
The Local Oak	null	medium
The Local Open	null	high
The Londoner	british	medium
The Lonesome Dove Western Bistro Ltd	new-american	low
The Lumen	null	high
The Lunch Box	deli-sandwiches	low
The Magic Time Machine	null	medium
The Manchurian Club - An Indo Chinese Concept	chinese	medium
The Maple Tree Group Llc	null	high
The Mars Sales Inc	null	high
The Mask House	null	high
The Melting Pot	new-american	low
The Mercury	null	high
The Mirage Lounge	bar	low
The Momo Masala	indian	medium
The Neighborhood Spot	null	high
The Nest Craft	null	high
The Northside Kitchen	null	high
